seqnames,start,end,width,strand,V4,V5,annotation,geneChr,geneStart,geneEnd,geneLength,geneStrand,geneId,transcriptId,distanceToTSS,state
NC_000073.7,144023007,144023307,301,*,CBD2vsMODEL2_cond2_294,4.42194,Promoter (1-2kb),7,143989468,144024488,35021,2,Cttn,NM_001252572.2,1181,down
NC_000073.7,144238288,144238894,607,*,CBD2vsMODEL2_cond2_295,7.03597,"Intron (XM_006508464.4/Ano1, intron 1 of 27)",7,144142286,144232658,90373,2,Ano1,XM_011241973.4,-5630,down
NC_000073.7,144660018,144660425,408,*,CBD2vsMODEL2_cond2_296,9.70873,Distal Intergenic,7,144622737,144623754,1018,1,Gm46023,XR_001778359.2,37281,down
NC_000074.7,4729037,4729362,326,*,CBD2vsMODEL2_cond2_297,3.30207,"Intron (XR_378684.4/Gm6410, intron 1 of 1)",8,4724840,4738740,13901,1,Gm6410,XR_378684.4,4197,down
NC_000074.7,4729522,4729967,446,*,CBD2vsMODEL2_cond2_298,4.74939,"Intron (XR_378684.4/Gm6410, intron 1 of 1)",8,4724840,4738740,13901,1,Gm6410,XR_378684.4,4682,down
NC_000074.7,18817838,18818126,289,*,CBD2vsMODEL2_cond2_299,4.83693,"Intron (XM_030243531.1/Mcph1, intron 12 of 12)",8,18740279,18791578,51300,2,Angpt2,NM_007426.4,-26260,down
NC_000074.7,20509408,20509843,436,*,CBD2vsMODEL2_cond2_300,4.90138,"Intron (XM_030243910.1/9530057J20Rik, intron 10 of 11)",8,20518431,20518866,436,2,Gm20786,NA,9023,down
NC_000074.7,24718068,24718345,278,*,CBD2vsMODEL2_cond2_301,5.36409,Distal Intergenic,8,24647720,24647859,140,1,LOC115487055,XR_004935239.1,70348,down
NC_000074.7,26784406,26784683,278,*,CBD2vsMODEL2_cond2_302,3.38185,Distal Intergenic,8,26788414,26802491,14078,2,Gm31784,XR_378835.3,17808,down
NC_000074.7,32499304,32499596,293,*,CBD2vsMODEL2_cond2_303,3.83202,Promoter (<=1kb),8,32299493,32499532,200040,2,Nrg1,NM_001364421.2,0,down
NC_000074.7,35282440,35282707,268,*,CBD2vsMODEL2_cond2_304,4.05293,Promoter (<=1kb),8,35282545,35289106,6562,1,Dusp4,NM_001411584.1,0,down
NC_000074.7,39473106,39473395,290,*,CBD2vsMODEL2_cond2_305,3.77749,Promoter (<=1kb),8,39472999,39620091,147093,1,Tusc3,NM_030254.4,107,down
NC_000074.7,61771379,61771934,556,*,CBD2vsMODEL2_cond2_306,6.90649,"Intron (XM_011242231.2/Sh3rf1, intron 2 of 11)",8,61761572,61766460,4889,1,Gm40499,XR_870456.3,9807,down
NC_000074.7,65178836,65179532,697,*,CBD2vsMODEL2_cond2_307,15.3049,"Intron (NM_025436.3/Msmo1, intron 2 of 5)",8,65171157,65186612,15456,2,Msmo1,NM_025436.3,7080,down
NC_000074.7,68515129,68515447,319,*,CBD2vsMODEL2_cond2_308,4.44243,Promoter (<=1kb),8,68141735,68515523,373789,2,Psd3,XM_017312702.2,76,down
NC_000074.7,70991241,70991555,315,*,CBD2vsMODEL2_cond2_309,4.75051,Promoter (<=1kb),8,70984456,70992235,7780,2,Gm51534,XR_003947400.2,680,down
NC_000074.7,71112791,71113076,286,*,CBD2vsMODEL2_cond2_310,4.45439,Promoter (<=1kb),8,71099087,71113067,13981,2,Pgpep1,XM_030243722.2,0,down
NC_000074.7,71249762,71250144,383,*,CBD2vsMODEL2_cond2_311,4.66258,Promoter (<=1kb),8,71230761,71249653,18893,2,Mast3,NM_001402975.1,-109,down
NC_000074.7,72889040,72889454,415,*,CBD2vsMODEL2_cond2_312,4.58917,Promoter (<=1kb),8,72889132,72906986,17855,1,Tpm4,NM_001001491.2,0,down
NC_000074.7,81465786,81466150,365,*,CBD2vsMODEL2_cond2_313,5.17289,Promoter (<=1kb),8,81426572,81466088,39517,2,Smarca5,NM_053124.2,0,down
NC_000074.7,82087240,82087524,285,*,CBD2vsMODEL2_cond2_314,5.88988,"Intron (XM_006530855.3/Inpp4b, intron 1 of 26)",8,82060588,82069292,8705,2,Gm51582,XM_030243908.2,-17948,down
NC_000074.7,85712273,85712532,260,*,CBD2vsMODEL2_cond2_315,4.44244,Promoter (2-3kb),8,85715402,85729981,14580,1,Hook2,XM_030243323.2,-2870,down
NC_000074.7,89373838,89374203,366,*,CBD2vsMODEL2_cond2_316,4.37475,Promoter (<=1kb),8,89373943,89397122,23180,1,Nod2,XM_036154051.1,0,down
NC_000074.7,94897955,94898222,268,*,CBD2vsMODEL2_cond2_317,8.56847,Promoter (<=1kb),8,94892752,94897936,5185,2,Gm39227,XR_879107.3,-19,down
NC_000074.7,94898869,94899148,280,*,CBD2vsMODEL2_cond2_318,3.98688,Promoter (<=1kb),8,94899246,94900195,950,1,Mt2,NM_008630.2,-98,down
NC_000074.7,94908894,94909396,503,*,CBD2vsMODEL2_cond2_319,6.75569,Promoter (<=1kb),8,94910301,94915027,4727,1,LOC118567560,XR_004934969.1,-905,down
NC_000074.7,96174162,96174433,272,*,CBD2vsMODEL2_cond2_320,7.54816,3' UTR,8,96146867,96161716,14850,2,Cfap20,XM_036153763.1,-12446,down
NC_000074.7,100173294,100173560,267,*,CBD2vsMODEL2_cond2_321,10.8133,"Intron (NR_132435.1/A330008L17Rik, intron 1 of 4)",8,99752586,100144298,391713,2,Cdh8,XM_030243274.1,-28996,down
NC_000074.7,105067069,105067496,428,*,CBD2vsMODEL2_cond2_322,3.61961,Promoter (<=1kb),8,105067142,105074304,7163,1,Cmtm3,XM_006531328.2,0,down
NC_000074.7,105357660,105358172,513,*,CBD2vsMODEL2_cond2_323,5.36219,Promoter (<=1kb),8,105358034,105362473,4440,1,Gm33023,XR_387973.3,0,down
NC_000074.7,108129727,108130526,800,*,CBD2vsMODEL2_cond2_324,5.57705,Promoter (<=1kb),8,108114857,108129837,14981,2,Nqo1,NM_008706.5,0,down
NC_000074.7,112667608,112667878,271,*,CBD2vsMODEL2_cond2_325,5.53512,Promoter (<=1kb),8,112667335,112679547,12213,1,Gabarapl2,NM_026693.5,273,down
NC_000074.7,117287175,117287540,366,*,CBD2vsMODEL2_cond2_326,13.2253,Distal Intergenic,8,117254624,117256140,1517,2,Gm39258,XR_879226.1,-31035,down
NC_000074.7,117288516,117288901,386,*,CBD2vsMODEL2_cond2_327,10.0539,Distal Intergenic,8,117254624,117256140,1517,2,Gm39258,XR_879226.1,-32376,down
NC_000074.7,120369086,120369377,292,*,CBD2vsMODEL2_cond2_328,5.1125,"Intron (XR_001778666.3/Gm46054, intron 2 of 2)",8,120362554,120373608,11055,1,Gm46054,XR_001778667.3,6532,down
NC_000074.7,121290742,121291014,273,*,CBD2vsMODEL2_cond2_329,4.34808,"Intron (XM_006531145.5/Gse1, intron 4 of 16)",8,121308005,121315814,7810,2,Gins2,NM_178856.1,24800,down
NC_000074.7,121914185,121914880,696,*,CBD2vsMODEL2_cond2_330,4.89443,Distal Intergenic,8,121899063,121910142,11080,1,Gm42046,XR_879267.1,15122,down
NC_000074.7,123008142,123008667,526,*,CBD2vsMODEL2_cond2_331,5.1768,Promoter (<=1kb),8,123000617,123008245,7629,2,Gm39269,XR_879286.4,0,down
NC_000074.7,124264230,124264501,272,*,CBD2vsMODEL2_cond2_332,6.89324,Promoter (1-2kb),8,124265523,124265643,121,2,n-R5s100,NR_046118.1,1142,down
NC_000074.7,124267929,124268191,263,*,CBD2vsMODEL2_cond2_333,5.51653,Promoter (<=1kb),8,124267232,124267350,119,2,n-R5s101,XR_004935274.1,-579,down
NC_000074.7,124279377,124279720,344,*,CBD2vsMODEL2_cond2_334,3.68774,Promoter (<=1kb),8,124279101,124279221,121,2,n-R5s108,NR_046123.1,-156,down
NC_000074.7,124285038,124285325,288,*,CBD2vsMODEL2_cond2_335,7.7293,Promoter (<=1kb),8,124284227,124284347,121,2,n-R5s111,NR_046125.1,-691,down
NC_000074.7,124305081,124305355,275,*,CBD2vsMODEL2_cond2_336,3.9408,Promoter (<=1kb),8,124304492,124304612,121,2,n-R5s123,NR_046132.1,-469,down
NC_000074.7,124312006,124312284,279,*,CBD2vsMODEL2_cond2_337,3.62184,Promoter (<=1kb),8,124311274,124311392,119,2,n-R5s127,NA,-614,down
NC_000074.7,124315508,124315815,308,*,CBD2vsMODEL2_cond2_338,6.1689,Promoter (<=1kb),8,124314698,124314816,119,2,n-R5s129,XR_004935275.1,-692,down
NC_000074.7,124338269,124338570,302,*,CBD2vsMODEL2_cond2_339,4.37987,Promoter (<=1kb),8,124338452,124338572,121,2,n-R5s143,NR_046150.1,2,down
NC_000074.7,124444468,124444767,300,*,CBD2vsMODEL2_cond2_340,4.18428,Promoter (<=1kb),8,124442970,124445185,2216,2,Gm36059,XR_388160.1,418,down
NC_000074.7,127266219,127266750,532,*,CBD2vsMODEL2_cond2_341,5.45963,Distal Intergenic,8,127293847,127299379,5533,2,Gm39286,XR_879365.4,32629,down
NC_000074.7,127576603,127576862,260,*,CBD2vsMODEL2_cond2_342,4.91328,Promoter (<=1kb),8,127539381,127576916,37536,2,Gm31718,XR_004935167.1,54,down
NC_000075.7,4376037,4376380,344,*,CBD2vsMODEL2_cond2_343,8.41645,Promoter (<=1kb),9,4376552,4386890,10339,1,Msantd4,NM_145609.2,-172,down
NC_000075.7,9626062,9626426,365,*,CBD2vsMODEL2_cond2_344,5.47351,Distal Intergenic,9,9579342,9619789,40448,2,Gm46102,XR_001779091.1,-6273,down
NC_000075.7,20723793,20724437,645,*,CBD2vsMODEL2_cond2_345,8.30984,Promoter (1-2kb),9,20681353,20726363,45011,2,Col5a3,NM_001317388.1,1926,down
NC_000075.7,21075230,21075500,271,*,CBD2vsMODEL2_cond2_346,3.98799,Promoter (1-2kb),9,21071634,21076964,5331,2,Gm36118,XR_004935643.1,1464,down
NC_000075.7,21278949,21279270,322,*,CBD2vsMODEL2_cond2_347,3.70723,Promoter (<=1kb),9,21273906,21278984,5079,2,Gm36198,XR_379180.5,0,down
NC_000075.7,40712158,40712536,379,*,CBD2vsMODEL2_cond2_348,6.15878,Promoter (<=1kb),9,40712572,40716498,3927,1,Hspa8,NM_001364480.1,-36,down
NC_000075.7,42926358,42926809,452,*,CBD2vsMODEL2_cond2_349,36.2842,"Intron (NM_001359232.1/Arhgef12, intron 11 of 40)",9,42875142,42991314,116173,2,Arhgef12,XM_011242598.4,64505,down
NC_000075.7,48574166,48574537,372,*,CBD2vsMODEL2_cond2_350,4.56109,"Intron (NM_001033324.3/Zbtb16, intron 5 of 6)",9,48581383,48585989,4607,1,Gm32280,XM_030244764.1,-6846,down
NC_000075.7,48896340,48897039,700,*,CBD2vsMODEL2_cond2_351,6.64652,Promoter (<=1kb),9,48885818,48896463,10646,2,Gm51673,XR_003948157.2,0,down
NC_000075.7,49394664,49394996,333,*,CBD2vsMODEL2_cond2_352,4.14158,Promoter (2-3kb),9,49348261,49397525,49265,2,Ttc12,NM_172770.3,2529,down
NC_000075.7,56277813,56278128,316,*,CBD2vsMODEL2_cond2_353,16.242,"Intron (NM_172924.3/Peak1, intron 2 of 6)",9,56108410,56325334,216925,2,Peak1,NM_172924.3,47206,down
NC_000075.7,57744015,57744601,587,*,CBD2vsMODEL2_cond2_354,7.94702,Promoter (<=1kb),9,57697636,57744062,46427,2,Arid3b,NM_001379353.1,0,down
NC_000075.7,60906196,60906514,319,*,CBD2vsMODEL2_cond2_355,5.05235,"Intron (XR_003948176.1/Gm51680, intron 1 of 2)",9,60920712,60923271,2560,1,LOC115487176,XR_003948175.1,-14198,down
NC_000075.7,69365314,69365755,442,*,CBD2vsMODEL2_cond2_356,4.40449,Promoter (1-2kb),9,69364226,69364313,88,1,Mir3109,NR_037296.1,1088,down
NC_000075.7,70191712,70192127,416,*,CBD2vsMODEL2_cond2_357,20.3773,"Intron (NM_181072.3/Myo1e, intron 1 of 27)",9,70202094,70205976,3883,2,Gm40531,XR_870895.4,13849,down
NC_000075.7,70299353,70299663,311,*,CBD2vsMODEL2_cond2_358,14.6066,"Intron (NM_181072.3/Myo1e, intron 26 of 27)",9,70312976,70313035,60,2,Mir5626,NR_049200.1,13372,down
NC_000075.7,78137018,78137499,482,*,CBD2vsMODEL2_cond2_359,16.5234,Promoter (<=1kb),9,78137951,78149965,12015,1,Gsta1,NM_008181.3,-452,down
NC_000075.7,78163176,78163667,492,*,CBD2vsMODEL2_cond2_360,11.2258,Promoter (<=1kb),9,78164411,78176448,12038,1,Gm3776,NM_001243092.1,-744,down
NC_000075.7,78255481,78255773,293,*,CBD2vsMODEL2_cond2_361,15.7257,Promoter (1-2kb),9,78238300,78254474,16175,2,Gsta2,XM_006510814.2,-1007,down
NC_000075.7,89751449,89751745,297,*,CBD2vsMODEL2_cond2_362,12.6509,Distal Intergenic,9,89791565,89909032,117468,1,Rasgrf1,XR_001778822.3,-39820,down
NC_000075.7,93317575,93317845,271,*,CBD2vsMODEL2_cond2_363,4.97603,Distal Intergenic,9,93055814,93056510,697,2,Gm53545,NA,-261065,down
NC_000075.7,96246502,96246805,304,*,CBD2vsMODEL2_cond2_364,5.50041,Promoter (<=1kb),9,96214708,96246368,31661,2,Atp1b3,NM_007502.6,-134,down
NC_000075.7,101129042,101129333,292,*,CBD2vsMODEL2_cond2_365,3.76804,Promoter (<=1kb),9,100982188,101129031,146844,2,Ppp2r3a,NM_001161362.3,-11,down
NC_000075.7,101739436,101739744,309,*,CBD2vsMODEL2_cond2_366,14.2224,Distal Intergenic,9,101861592,101874748,13157,1,Gm31326,XR_003948211.1,-121848,down
NC_000075.7,103547782,103548367,586,*,CBD2vsMODEL2_cond2_367,5.65996,"Intron (NM_001359465.1/Tmem108, intron 1 of 4)",9,103360135,103570006,209872,2,Tmem108,NM_001359465.1,21639,down
NC_000075.7,106353662,106354037,376,*,CBD2vsMODEL2_cond2_368,5.35552,Promoter (<=1kb),9,106347826,106353601,5776,2,Parp3,XM_006511719.4,-61,down
NC_000075.7,108888361,108888664,304,*,CBD2vsMODEL2_cond2_369,4.89808,Promoter (<=1kb),9,108887000,108888319,1320,2,Trex1,NM_001012236.1,-42,down
NC_000075.7,114784962,114785286,325,*,CBD2vsMODEL2_cond2_370,9.26605,Distal Intergenic,9,114728407,114763055,34649,2,Gpd1l,NM_175380.5,-21907,down
NC_000075.7,115433740,115434031,292,*,CBD2vsMODEL2_cond2_371,3.93187,Distal Intergenic,9,115455668,115455786,119,2,n-R5s92,NA,21755,down
NC_000075.7,118899834,118900115,282,*,CBD2vsMODEL2_cond2_372,7.17398,"Exon (XM_006512061.2/Vill, exon 19 of 20)",9,118904139,118905734,1596,1,Gm51697,XR_003948272.1,-4024,down
NC_000075.7,120659768,120660090,323,*,CBD2vsMODEL2_cond2_373,11.9083,Distal Intergenic,9,120663435,120672995,9561,1,Gm39459,XR_871371.2,-3345,down
NC_000075.7,121547541,121547802,262,*,CBD2vsMODEL2_cond2_374,3.60759,Promoter (<=1kb),9,121548196,121585903,37708,1,Nktr,XM_030244114.2,-394,down
NC_000075.7,124194386,124194732,347,*,CBD2vsMODEL2_cond2_375,3.78468,Promoter (<=1kb),9,124195310,124202493,7184,1,Ppp2r3d,XR_004935343.1,-578,down
NC_000075.7,124197766,124198161,396,*,CBD2vsMODEL2_cond2_376,7.16388,Promoter (<=1kb),9,124195125,124198447,3323,2,4930526I15Rik,NR_015516.3,286,down
NC_000075.7,124198973,124199296,324,*,CBD2vsMODEL2_cond2_377,4.56802,Promoter (<=1kb),9,124195125,124198447,3323,2,4930526I15Rik,NR_102721.2,-526,down
NC_000076.7,5609216,5609497,282,*,CBD2vsMODEL2_cond2_378,14.5856,Distal Intergenic,10,5589218,5597617,8400,1,Vip,NM_011702.3,19998,down
NC_000076.7,13708614,13708944,331,*,CBD2vsMODEL2_cond2_379,5.53105,Promoter (2-3kb),10,13711621,13718138,6518,1,Gm53614,XR_004936455.1,-2677,down
NC_000076.7,13924419,13924687,269,*,CBD2vsMODEL2_cond2_380,4.50689,"Intron (NM_001358783.1/Hivep2, intron 2 of 12)",10,13988274,14003038,14765,2,Gm51759,XR_003948830.1,78351,down
NC_000076.7,15501409,15501732,324,*,CBD2vsMODEL2_cond2_381,9.97177,"Intron (NA/Gm46188, intron 1 of 1)",10,15424539,15547133,122595,1,Gm46188,NA,76870,down
NC_000076.7,18890422,18890823,402,*,CBD2vsMODEL2_cond2_382,8.31728,Promoter (<=1kb),10,18876658,18890332,13675,2,Tnfaip3,XM_006512702.4,-90,down
NC_000076.7,21705144,21705466,323,*,CBD2vsMODEL2_cond2_383,16.1613,Distal Intergenic,10,21709910,21722641,12732,2,Platr6,XR_004936470.1,17175,down
NC_000076.7,25334579,25334955,377,*,CBD2vsMODEL2_cond2_384,4.32792,"Intron (XM_006512506.2/Epb41l2, intron 3 of 21)",10,25312870,25399413,86544,1,Epb41l2,NM_001404829.1,21709,down
NC_000076.7,40472979,40473469,491,*,CBD2vsMODEL2_cond2_385,6.65353,"Intron (XM_006512850.4/Slc22a16, intron 6 of 6)",10,40446358,40480128,33771,1,Slc22a16,NM_027572.1,26621,down
NC_000076.7,41101022,41101408,387,*,CBD2vsMODEL2_cond2_386,4.32108,"Intron (NM_133999.1/Fig4, intron 21 of 22)",10,41092041,41092172,132,1,Gm25526,XR_004936589.1,8981,down
NC_000076.7,57209359,57209691,333,*,CBD2vsMODEL2_cond2_387,10.7876,Distal Intergenic,10,57359862,57388966,29105,1,Hsf2,XM_006512564.4,-150171,down
NC_000076.7,57982070,57982661,592,*,CBD2vsMODEL2_cond2_388,3.82949,Distal Intergenic,10,57976722,57978758,2037,2,Gm53587,NA,-3312,down
NC_000076.7,58817670,58818004,335,*,CBD2vsMODEL2_cond2_389,4.04755,"Intron (NM_172788.3/Sh3rf3, intron 1 of 9)",10,58742089,58974736,232648,1,Sh3rf3,XM_006513617.4,75581,down
NC_000076.7,59414070,59414348,279,*,CBD2vsMODEL2_cond2_390,7.17368,Promoter (2-3kb),10,59411484,59418229,6746,1,Gm40671,XR_871744.4,2586,down
NC_000076.7,60588613,60588884,272,*,CBD2vsMODEL2_cond2_391,17.6786,Promoter (<=1kb),10,60547851,60588624,40774,2,Slc29a3,XM_006514119.4,0,down
NC_000076.7,60721366,60721917,552,*,CBD2vsMODEL2_cond2_392,13.1036,Promoter (2-3kb),10,60724386,60726265,1880,1,Gm36750,XR_003948874.1,-2469,down
NC_000076.7,61288585,61288871,287,*,CBD2vsMODEL2_cond2_393,6.58866,Promoter (<=1kb),10,61268276,61288448,20173,2,Eif4ebp2,NM_010124.2,-137,down
NC_000076.7,62135821,62136567,747,*,CBD2vsMODEL2_cond2_394,5.24444,"Intron (NM_001146100.1/Hk1, intron 3 of 17)",10,62104880,62163560,58681,2,Hk1,XM_006513247.2,26993,down
NC_000076.7,62322839,62323106,268,*,CBD2vsMODEL2_cond2_395,5.46338,Promoter (<=1kb),10,62290622,62322584,31963,2,Vps26a,NM_133672.3,-255,down
NC_000076.7,66764085,66764466,382,*,CBD2vsMODEL2_cond2_396,4.60594,Distal Intergenic,10,66747969,66756163,8195,2,1110002J07Rik,NR_138561.1,-7922,down
NC_000076.7,71843867,71844146,280,*,CBD2vsMODEL2_cond2_397,15.3431,Distal Intergenic,10,71815715,71816535,821,2,1700049L16Rik,NR_003644.2,-27332,down
NC_000076.7,76484695,76485008,314,*,CBD2vsMODEL2_cond2_398,3.92182,"Intron (XR_003948911.1/Gm51774, intron 1 of 1)",10,76478892,76488162,9271,1,Gm51774,XR_003948911.1,5803,down
NC_000076.7,76797379,76798047,669,*,CBD2vsMODEL2_cond2_399,6.51598,Promoter (<=1kb),10,76797975,76798436,462,1,Gm35664,XR_380584.1,0,down
NC_000076.7,77046962,77047283,322,*,CBD2vsMODEL2_cond2_400,3.83664,Promoter (<=1kb),10,77046854,77047769,916,1,Gm40704,XR_871848.1,108,down
NC_000076.7,77442091,77442360,270,*,CBD2vsMODEL2_cond2_401,3.49478,Promoter (<=1kb),10,77442432,77454165,11734,1,Sumo3,NM_001301671.1,-72,down
NC_000076.7,77738633,77738976,344,*,CBD2vsMODEL2_cond2_402,4.50909,Promoter (<=1kb),10,77733409,77738370,4962,2,Lrrc3,NM_145152.4,-263,down
NC_000076.7,79477100,79477647,548,*,CBD2vsMODEL2_cond2_403,4.04308,"Intron (XM_036155876.1/Odf3l2, intron 2 of 2)",10,79453768,79473752,19985,2,Shc2,NM_001024539.1,-3348,down
NC_000076.7,79763030,79763294,265,*,CBD2vsMODEL2_cond2_404,4.54187,Promoter (<=1kb),10,79763175,79790852,27678,1,Arid3a,NM_001288625.1,0,down
NC_000076.7,79889708,79890060,353,*,CBD2vsMODEL2_cond2_405,4.61483,Promoter (<=1kb),10,79889845,79892273,2429,1,Gpx4,NM_001037741.4,0,down
NC_000076.7,79906638,79906944,307,*,CBD2vsMODEL2_cond2_406,3.96018,"Intron (NM_001359635.1/Sbno2, intron 5 of 31)",10,79898250,79911273,13024,2,Sbno2,NM_001359636.1,4329,down
NC_000076.7,79995696,79996267,572,*,CBD2vsMODEL2_cond2_407,5.50965,Distal Intergenic,10,80001824,80007489,5666,1,Cirbp,NM_001379422.1,-5557,down
NC_000076.7,80003372,80003655,284,*,CBD2vsMODEL2_cond2_408,4.12392,Promoter (<=1kb),10,80003673,80007489,3817,1,Cirbp,NM_001379421.1,-18,down
NC_000076.7,80165035,80165645,611,*,CBD2vsMODEL2_cond2_409,4.33608,Promoter (<=1kb),10,80157117,80165307,8191,2,Pcsk4,NM_008793.2,0,down
NC_000076.7,80413119,80413814,696,*,CBD2vsMODEL2_cond2_410,7.11169,Promoter (<=1kb),10,80402955,80413130,10176,2,Klf16,NM_078477.2,0,down
NC_000076.7,80537880,80538341,462,*,CBD2vsMODEL2_cond2_411,3.93619,Promoter (<=1kb),10,80537963,80540952,2990,1,Izumo4,XM_006514138.3,0,down
NC_000076.7,80578059,80578342,284,*,CBD2vsMODEL2_cond2_412,4.34834,Promoter (<=1kb),10,80542790,80578109,35320,2,Ap3d1,NM_007460.2,0,down
NC_000076.7,81156092,81156559,468,*,CBD2vsMODEL2_cond2_413,8.06475,Promoter (<=1kb),10,81156937,81162085,5149,1,Cactin,NM_027381.2,-378,down
NC_000076.7,82630955,82631255,301,*,CBD2vsMODEL2_cond2_414,5.28469,"Intron (XM_030245241.1/Hcfc2, intron 14 of 14)",10,82647957,82660076,12120,1,1700028I16Rik,NR_038042.1,-16702,down
NC_000076.7,82650029,82650386,358,*,CBD2vsMODEL2_cond2_415,5.30241,Promoter (2-3kb),10,82647957,82660076,12120,1,1700028I16Rik,NR_038042.1,2072,down
NC_000076.7,82694738,82695210,473,*,CBD2vsMODEL2_cond2_416,7.6079,Promoter (<=1kb),10,82681049,82694842,13794,2,Gm38560,NR_156010.1,0,down
NC_000076.7,84276649,84276946,298,*,CBD2vsMODEL2_cond2_417,4.6637,Promoter (<=1kb),10,84206764,84276532,69769,2,Nuak1,NM_001004363.2,-117,down
NC_000076.7,93907482,93907790,309,*,CBD2vsMODEL2_cond2_418,14.6958,"Intron (XR_004936096.1/Fgd6, intron 2 of 20)",10,93871865,93978093,106229,1,Fgd6,XM_036155592.1,35617,down
NC_000076.7,95418144,95418403,260,*,CBD2vsMODEL2_cond2_419,10.4218,Distal Intergenic,10,95382869,95400008,17140,2,Nudt4,NM_027722.5,-18136,down
NC_000076.7,96452349,96452635,287,*,CBD2vsMODEL2_cond2_420,3.86892,Promoter (<=1kb),10,96452863,96458675,5813,1,Btg1,NM_007569.2,-228,down
NC_000076.7,96464443,96464731,289,*,CBD2vsMODEL2_cond2_421,10.2133,Distal Intergenic,10,96452863,96458675,5813,1,Btg1,NM_007569.2,11580,down
NC_000076.7,98779514,98780045,532,*,CBD2vsMODEL2_cond2_422,9.79687,"Intron (XM_011243549.4/Atp2b1, intron 1 of 20)",10,98776302,98861449,85148,1,Atp2b1,XM_030245244.1,3212,down
NC_000076.7,121414869,121415489,621,*,CBD2vsMODEL2_cond2_423,4.85813,"Intron (NM_019786.4/Tbk1, intron 2 of 20)",10,121382360,121422699,40340,2,Tbk1,NM_019786.4,7210,down
NC_000076.7,121739760,121740105,346,*,CBD2vsMODEL2_cond2_424,4.81057,"Intron (NM_001081037.2/Srgap1, intron 3 of 21)",10,121813986,121818340,4355,1,Gm51787,XR_003948978.1,-73881,down
NC_000076.7,126736899,126737201,303,*,CBD2vsMODEL2_cond2_425,4.22999,Promoter (<=1kb),10,126704296,126737240,32945,2,Atp23,NM_026858.3,39,down
NC_000076.7,127432850,127433321,472,*,CBD2vsMODEL2_cond2_426,7.89753,Promoter (1-2kb),10,127431279,127442008,10730,1,Gm16217,XR_003949047.2,1571,down
NC_000076.7,127503624,127504713,1090,*,CBD2vsMODEL2_cond2_427,5.78771,Promoter (<=1kb),10,127502992,127504720,1729,1,1700012D01Rik,NR_045171.1,632,down
NC_000076.7,128584306,128584738,433,*,CBD2vsMODEL2_cond2_428,4.50707,Promoter (<=1kb),10,128584324,128602437,18114,1,Pym1,NM_001170869.2,0,down
NC_000077.7,7454429,7454872,444,*,CBD2vsMODEL2_cond2_429,8.85057,Distal Intergenic,11,7378876,7382935,4060,1,Gm36720,XR_381035.3,75553,down
NC_000077.7,8961004,8961266,263,*,CBD2vsMODEL2_cond2_430,5.06649,Promoter (<=1kb),11,8943137,8961191,18055,2,Hus1,NM_001303532.1,0,down
NC_000077.7,19869946,19870332,387,*,CBD2vsMODEL2_cond2_431,4.10304,Distal Intergenic,11,19874442,19972597,98156,1,Spred2,NM_033523.4,-4110,down
NC_000077.7,20581678,20581941,264,*,CBD2vsMODEL2_cond2_432,3.67431,Promoter (<=1kb),11,20581977,20603023,21047,1,Sertad2,NM_001038625.1,-36,down
NC_000077.7,29642193,29642754,562,*,CBD2vsMODEL2_cond2_433,17.5714,Promoter (<=1kb),11,29642898,29694414,51517,1,Rtn4,NM_194052.3,-144,down
NC_000077.7,32325083,32325413,331,*,CBD2vsMODEL2_cond2_434,3.95118,"Intron (XM_006514712.3/Sh3pxd2b, intron 2 of 13)",11,32297840,32378189,80350,1,Sh3pxd2b,NM_177364.4,27243,down
NC_000077.7,32656296,32656622,327,*,CBD2vsMODEL2_cond2_435,7.45048,"Intron (XM_006514433.4/Fbxw11, intron 3 of 14)",11,32592758,32696816,104059,1,Fbxw11,NM_134015.4,63538,down
NC_000077.7,46394874,46395291,418,*,CBD2vsMODEL2_cond2_436,4.28247,Distal Intergenic,11,46415078,46428983,13906,1,Gm12169,NM_001163357.1,-19787,down
NC_000077.7,48865296,48865585,290,*,CBD2vsMODEL2_cond2_437,9.65775,"Intron (NM_001114679.1/9930111J21Rik1, intron 2 of 3)",11,48869406,48884383,14978,1,Gm42074,XR_003949668.2,-3821,down
NC_000077.7,48937141,48937481,341,*,CBD2vsMODEL2_cond2_438,18.5109,"Intron (NM_173434.1/9930111J21Rik2, intron 2 of 2)",11,48928487,48942069,13583,2,9930111J21Rik2,NM_173434.1,4588,down
NC_000077.7,48945819,48946221,403,*,CBD2vsMODEL2_cond2_439,6.77089,Distal Intergenic,11,48928487,48942069,13583,2,9930111J21Rik2,NM_173434.1,-3750,down
NC_000077.7,54208339,54208637,299,*,CBD2vsMODEL2_cond2_440,4.21191,Promoter (2-3kb),11,54205762,54255582,49821,1,Acsl6,XM_036156539.1,2577,down
NC_000077.7,57817986,57818275,290,*,CBD2vsMODEL2_cond2_441,5.22983,Distal Intergenic,11,57802935,57814124,11190,1,Gm33078,XR_388679.1,15051,down
NC_000077.7,58967326,58967683,358,*,CBD2vsMODEL2_cond2_442,5.83185,"Exon (NM_001171512.2/Obscn, exon 29 of 104)",11,58885082,59027201,142120,2,Obscn,NM_001171512.2,59518,down
